id,name,description,single_category,description_ko,single_category_ko
e44cc0bf-d467-4aae-99fe-268e85eb0d1c,Dark Slate Gray Coat,Warm casual coat for men for winter,apparel|jacket,남성용 겨울용 따뜻한 캐주얼 코트,의복|재킷
700914b6-ae23-4e10-9329-896ba6526ce4,Modish Sandals,This modish pair of sandals for woman is perfect for the summer,footwear|sandals,이 세련된 여성용 샌들은 여름에 딱 맞습니다.,신발|샌들
69db7a78-e649-482d-b460-4d4321e7f384,Easter Decoration,A must-have for April,seasonal|easter,4월의 머스트해브 아이템,계절의|부활절
8dc592e0-b192-44d7-a639-b79946f4e12b,Christmas Figurines,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
69efa81b-e1d4-415b-9639-71450fae5bb6,Spiffy Earrings,Spiffy earrings for women,jewelry|earrings,여성용 스피피 이어링,보석|귀걸이
04b9b2b6-28c7-4dba-89b4-a2a918d836df,White And Black Chair,Incomparable white and black chair for your office,furniture|chairs,비교할 수 없는 흰색과 검은색 사무실용 의자,가구|의자
2386a4f2-d20f-4622-a8ee-0d47f38c1f90,Exquisite Bracelet,This exquisite bracelet for women will turn heads,jewelry|bracelet,이 아름다운 여성용 팔찌는 사람들의 눈길을 사로잡을 것입니다.,보석|팔찌
21a14202-3d31-4510-80c1-d99c3c54a915,Pillar Candle,This pillar candle will enhance your home,homedecor|lighting,이 필라 캔들은 집을 더욱 돋보이게 해줄 것입니다.,홈 데코|조명
7c859d38-407a-4b5f-8125-c901bd3f5562,Black Worktable,Increase your productivity with this definitive black worktable,furniture|tables,이 완벽한 검은색 작업대로 생산성을 높이세요,가구|테이블
ab22df42-55a5-4180-b46d-5a55d77811e1,High Fidelity Microphone,This high fidelity microphone can be relied upon in every situation,instruments|microphone,이 하이파이 마이크는 어떤 상황에서도 믿고 사용할 수 있습니다.,악기|마이크
2b556650-4748-460a-b4c9-b81b8fd3e990,Brown Boots,Unsurpassed pair of brown boots,footwear|boot,타의 추종을 불허하는 브라운 부츠,신발|부츠
1b2dda7c-7fd7-476a-bdea-87bcd101a022,Beer Glass,Unsurpassed for every kitchen,housewares|kitchen,모든 주방에 탁월한 제품,가정용품|부엌
3b4ec162-f680-4323-8ddc-95cf37366248,Burlywood Coat,Cool winter casual coat for men for the mountains,apparel|jacket,산에서 입을 수 있는 남성용 시원한 겨울 캐주얼 코트,의복|재킷
a8bddfa0-6f9d-4d7e-9265-23f511f48016,Gray Plates,Outstanding for every kitchen,housewares|kitchen,모든 주방에 잘 어울립니다.,가정용품|부엌
16d2aa62-0f43-48d6-b42b-be7ae0f66e6b,Yogurt,This yogurt is fresh from our dairy farms,groceries|dairy,이 요구르트는 낙농장에서 갓 가져온 것입니다.,식료품|유제품
89fbf7f1-0656-44eb-ba76-ecde10e834b9,Cocktail Glass,Unparalleled for every kitchen,housewares|kitchen,모든 주방과 비교할 수 없는 제품,가정용품|부엌
e5f9478b-9d05-450f-b5da-2b525c7f843b,Cocktail Glass,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
afd62b60-3596-47cd-a61f-1e53a0c2a8da,Golden Shoes,Pair of golden formal shoes for women,footwear|formal,여성용 골든 포멀 슈즈 한 켤레,신발|정장
5d926c34-3aca-40c3-9199-603c6717ea37,Indoor Plant,Indoor plant delivered fresh and vibrant from our growers,floral|plant,재배자로부터 신선하고 생동감 넘치는 실내 식물,플로랄|식물
f7b90f15-74e2-4dd0-a003-93e7965e2266,Acoustic Bass,This acoustic bass will delight the most demanding musician,instruments|strings,이 어쿠스틱 베이스는 가장 까다로운 뮤지션도 만족시킬 것입니다.,악기|현악기
0ed92852-f5ac-41e1-ad8f-1731b24e37c5,Christmas Figurines,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
b6149c48-4fa1-4468-bf01-87a0fd39bdd5,Valentine Decorations,Be sure to order early for that special day,seasonal|valentine,특별한 날을 위해 일찍 주문하세요,계절|발렌타인
9a66adca-22dc-4e13-bf61-ceb1f5fffcb6,Black Boots,This pair of black boots is sans pareil for the autumn,footwear|boot,이 블랙 부츠는 가을에 잘 어울립니다.,신발|부츠
a63e6cbf-29d7-4b3a-8298-d1d91f129bfa,Wall Clock,This wall clock is a must-have,homedecor|clock,이 벽시계는 필수품입니다,홈 데코 | 시계
e09d3267-1a87-4518-9fa7-fa9ed847c80d,Accurate Microphone,This accurate microphone can be relied upon in every situation,instruments|microphone,이 정확한 마이크는 모든 상황에서 신뢰할 수 있습니다.,악기|마이크
addd77dc-c004-445b-a448-5ef6956d82bd,Saw,This saw is a must-have for your toolbox,tools|saw,이 톱은 툴박스의 필수품입니다,도구|톱
56853a1b-064b-498f-846d-28473bd22233,Baking Dish,Unsurpassed for every kitchen,housewares|kitchen,모든 주방에 탁월한 제품,가정용품|부엌
1eb2dd1f-7eb1-4eb2-bfac-59ab4d47d0c8,Utensils Set,Definitive for every kitchen,housewares|kitchen,모든 주방에 꼭 맞는 제품,가정용품|부엌
bac8c61d-dd0e-42f1-8c9b-004ae7e64131,Cheese,This cheese is made sustainably by our dairy farmers,groceries|dairy,이 치즈는 낙농가가 지속 가능한 방식으로 만듭니다.,식료품|유제품
9fcced83-5621-4c3c-88dd-f3110360c47e,Halloween Sign,A must-have for that fanciful day loved by all,seasonal|halloween,모두에게 사랑받는 기발한 날을 위한 머스트해브 아이템,계절|할로윈
a51e9895-f3ee-47c1-b594-a8e7df8e8fd8,Dark Slate Blue Sneakers,Funky pair of dark slate blue sneakers to explore in the neighborhood,footwear|sneaker,인근에서 둘러볼 수 있는 펑키한 다크 슬레이트 블루 스니커즈,신발|스니커즈
a26ff192-35d6-411a-9337-abbb793d6b1b,Black Coat,Well-insulated casual coat for men for the mountains,apparel|jacket,보온성이 좋은 산악용 남성 캐주얼 코트,의복|재킷
89661620-49e0-49f7-9da3-a840e0e17c3b,Computer Keyboard,This keyboard is compatilble with all computers,electronics|keyboard,이 키보드는 모든 컴퓨터와 호환됩니다.,전자제품|키보드
54b6faaf-c7fd-4abc-83b1-eaf7979f46f6,Electric Guitar,This electric guitar is perfect for amateur and professional musicians,instruments|strings,이 일렉트릭 기타는 아마추어 및 전문 뮤지션에게 적합합니다.,악기|현악기
1af515fd-522d-402a-b73c-ff73b0d2efe9,Funky Shirt,Funky dressy shirt for men,apparel|shirt,남성용 펑키 드레시 셔츠,의류|셔츠
fa496dad-dab8-4c6e-9836-eb7dcfb2724f,Beef,Our beef is organic and raised sustainably,groceries|meat,우리 쇠고기는 유기농이며 지속 가능한 방식으로 재배됩니다.,식료품|고기
0ef96548-e499-4b8f-8656-e3e6a070d171,Hanging Lamp,This hanging lamp is a must-have for the lighting of your home,homedecor|lighting,이 벽걸이 램프는 집 조명에 꼭 필요한 제품입니다.,홈 데코|조명
7cfd10d1-ff92-4513-b688-0ee179deaaef,Deep Disguise Concealer,Pimples? Invisible. Warts? Never happened. No need for witchcraft when you have science!,beauty|grooming,여드름?보이지 않아요.사마귀?그런 일은 없었어요.과학만 있으면 요술 따윈 필요 없어!,뷰티|그루밍
3f916af8-c7fb-4b86-a442-746e01cfe96f,Television,This LED television delivers a sharp picture,electronics|television,이 LED TV는 선명한 영상을 제공합니다.,전자제품|텔레비전
56138fc9-df6d-4d6f-8594-768861870d30,Hanging Lamp,This hanging lamp will enhance your home,homedecor|lighting,이 벽걸이 램프는 집을 더욱 돋보이게 해줄 것입니다.,홈 데코|조명
f9446e88-fe6e-4601-8f47-7529f80bbac5,Knife,This knife is a must-have for your toolbox,tools|knife,이 칼은 도구 상자에 꼭 필요한 제품입니다.,도구|나이프
af7da9e1-844a-4c9a-8277-0127feda35b4,Supercool Belt,Supercool belt for women,accessories|belt,여성용 슈퍼쿨 벨트,액세서리|벨트
fabc3cde-1203-4f82-8080-bf3b1bf36a6b,Beef,Our beef is raised sustainably by our farmers,groceries|meat,우리 소고기는 농부들이 지속 가능한 방식으로 기르고 있습니다.,식료품|고기
b51bd298-43b7-49e2-852d-de8c1aff6724,Groovy Sandals,Groovy pair of sandals for men,footwear|sandals,그루비 남성 샌들,신발|샌들
e850acc3-3cb1-499b-bea9-fd495d4c56ca,Swanky Sandals,Swanky pair of sandals for women,footwear|sandals,여성용 스완키 샌들,신발|샌들
e358575b-7983-4f61-9902-bd44ce9ead6b,Ultracool Glasses,These ultracool glasses for men are ideal,accessories|glasses,이 남성용 초경량 안경은 이상적입니다.,액세서리|안경
1d045c07-ef58-445c-8f73-93b466e6ccf2,Keyboard,This keyboard is perfect for amateur and professional musicians,instruments|keys,이 키보드는 아마추어 및 전문 뮤지션에게 적합합니다.,계측기|키
f5be9f67-8def-405d-af7e-2abf6876277f,Baking Dish,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
c621da57-cc0f-4004-a975-6b08f28d0d60,Paddle,Be sure to use this paddle for speedier kayaking,outdoors|kayaking,더 빠른 카약을 타려면 이 패들을 꼭 사용하세요.,야외|카약
2f182add-43fd-41f2-8899-d9e2fe507625,Electric Guitar,This electric guitar will delight the most demanding musician,instruments|strings,이 일렉트릭 기타는 가장 까다로운 뮤지션을 기쁘게 할 것입니다,악기|현악기
cfd9119f-ee29-4bc5-a08d-a58f471e7c73,Black Shoes,Pair of black formal shoes for men,footwear|formal,남성용 블랙 포멀 슈즈,신발|정장
e9c299d3-f657-448f-85cd-8cda432a59b8,Dark Slate Gray Dresser,Unsurpassed dark slate gray dresser with three drawers is a must-have,furniture|dressers,세 개의 서랍이 달린 탁월한 다크 슬레이트 그레이 드레서는 필수품입니다.,가구|옷장
dc5bba3f-8d2b-4c81-a482-bbafd457d997,Taper Candle,This taper candle will enhance your home,homedecor|lighting,이 테이퍼 캔들은 집을 더욱 돋보이게 해줄 것입니다,홈 데코|조명
e13ea370-f88c-49f9-ab8f-7b139825959d,Sans Pareil Scarf,Sans pareil scarf for women,apparel|scarf,여성용 산스 파레일 스카프,의복|스카프
c7957edf-33e1-4724-b580-878ff945b0c2,Beef,Our beef is raised sustainably by our farmers,groceries|meat,우리 소고기는 농부들이 지속 가능한 방식으로 기르고 있습니다.,식료품|고기
060ed40f-91cb-4bd5-a0fc-36f7351d2221,Bananas,This delicious fruit is everyone's favorite,groceries|fruits,이 맛있는 과일은 모두가 좋아하는 과일입니다,식료품|과일
bb3f926c-9869-4b47-b13d-63271768f0b1,Sparkly Heels,Pair of sparkly formal heels for women,footwear|formal,반짝이는 여성용 포멀 힐 한 켤레,신발|정장
a11ef46f-dedf-48c8-94b0-3c9572608c5f,Hip Scarf,Hip scarf for women for every occasion,apparel|scarf,모든 상황에 어울리는 여성용 힙 스카프,의복|스카프
421fa982-eff0-437c-896d-da63ae441b2e,Indoor Plant,Indoor plant grown sustainably on our organic farms,floral|plant,유기농 농장에서 지속 가능한 방식으로 재배되는 실내 식물,플로랄|식물
85c80e2b-5eff-4307-9900-1d4395672eb2,Ultracool Sandals,This ultracool pair of sandals for men is perfect for the summer,footwear|sandals,이 매우 멋진 남성용 샌들은 여름에 딱 맞습니다.,신발|샌들
bf51b46a-02db-4439-bb71-5adfb9e4bda5,Halloween Skeleton,A must-have for that fanciful day loved by all,seasonal|halloween,모두에게 사랑받는 기발한 날을 위한 머스트해브 아이템,계절|할로윈
04f22a7d-97fd-4650-afb6-3537963f647d,Midnight Blue Winter Jacket,Well-insulated jacket for women for the outdoors,apparel|jacket,보온성이 좋은 여성용 아웃도어 재킷,의복|재킷
ee772434-345e-400d-bcd2-9fe696282bfe,Drumset,This drumset will delight the most demanding musician,instruments|percussion,이 드럼셋은 가장 까다로운 뮤지션도 만족시킬 것입니다.,악기|타악기
7bc5ce87-2c88-4fe5-bd5e-b74e523c3bd2,Bread,Bread made fresh daily in our kitchens,groceries|bakery,주방에서 매일 신선하게 만드는 빵,식료품|빵집
ccf64e5d-bee5-438a-99b7-14d8cf33596a,Dark Olive Green Backpack,Dark olive green men's backpack for striding all over during the autumn,accessories|backpack,가을철 여기저기 걸을 수 있는 다크 올리브 그린 남성용 백팩,액세서리|배낭
126de4a5-9a55-400e-9af2-325e3ad200c9,Christmas Ornament,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
227f7ac2-749d-47cd-bf56-698aaffc24f9,White Top,Spiffy white top for women,apparel|shirt,여성용 스파이시 화이트 탑,의류|셔츠
f48b2d51-e6ed-4778-ba2b-c29badcb89ae,Wall Lamp,This wall lamp will enhance your home,homedecor|lighting,이 벽 램프는 집을 더욱 돋보이게 해줄 것입니다.,홈 데코|조명
baca6570-15ab-43f8-a610-38a6efa502df,Black Shoes,Pair of black formal shoes for women,footwear|formal,여성용 블랙 포멀 슈즈,신발|정장
c14e9f90-ca7c-4f8b-aace-fa9b9cb27a83,Flute,This flute will delight the most demanding musician,instruments|wind,이 플룻은 가장 까다로운 뮤지션도 만족시킬 것입니다.,계측기|바람
89728417-5269-403d-baa3-04b59cdffd0a,4-Piece Makeup Brush Set,"Get makeup done, the only way how, on your skin.",beauty|grooming,유일한 방법으로 피부에 메이크업을 하세요.,뷰티|그루밍
61a68119-7584-4f2d-9dd9-c98967d089cb,Bread,Bread made fresh daily in our kitchens,groceries|bakery,주방에서 매일 신선하게 만드는 빵,식료품|빵집
27fe9aad-51d5-4be2-99a5-24c45caf4b55,High Fidelity Speakers,These high fidelity speakers are unparalleled for your music room,electronics|speaker,이 하이 피델리티 스피커는 뮤직룸에서 타의 추종을 불허합니다.,전자제품|스피커
161ff272-2e10-46ff-895a-83c52e3ce8ed,Funky Glasses,Funky glasses for women,accessories|glasses,여성용 펑키 안경,액세서리|안경
f9c470b0-152b-4776-893a-67ffc4064675,Roses Arrangement,Roses arrangement delivered fresh and vibrant from our growers,floral|arrangement,재배자들로부터 신선하고 생동감 넘치는 장미 꽃꽂이 제공,플로랄|어레인지먼트
be0967ed-5970-46b2-8d57-13065f647013,Black Worktable,Definitive black worktable for your office,furniture|tables,사무실을 위한 최고의 검은색 작업대,가구|테이블
69a31bac-661e-499e-a6ff-c1f178e4bacb,Utensils,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
d37f2c71-3ed8-4b5c-b65d-06bb3ca69943,Checkered Shirt,Checkered casual shirt for women,apparel|shirt,여성용 체크 무늬 캐주얼 셔츠,의류|셔츠
e830a54b-125d-4dbc-b5ac-1725382d96fd,Valentine Candies,Be sure to order early for that special day,seasonal|valentine,특별한 날을 위해 일찍 주문하세요,계절|발렌타인
bade7609-f412-45cf-9e85-8ce84ed261fd,Gray Sneakers,Cool pair of gray sneakers to explore in a new city,footwear|sneaker,새로운 도시를 탐험하기 좋은 멋진 회색 스니커즈,신발|스니커즈
f6231107-7050-44ea-ac6a-dcb09f4a0b33,Camping Lamp,Be sure to bring this camping lamp with you to the outdoors,outdoors|camping,이 캠핑 램프를 야외에 가져 가세요,야외|캠핑
123e7f5e-c5aa-45f0-94c3-1df8b018f004,Decorative Candle,This decorative candle is a must-have for the lighting of your home,homedecor|lighting,이 장식용 양초는 집 조명에 꼭 필요한 필수품입니다.,홈 데코|조명
f49331ff-4021-465f-bb42-9dd6a5933791,Pale Gray Shirt,Pale Gray casual shirt for men,apparel|shirt,페일 그레이 남성 캐주얼 셔츠,의류|셔츠
d090af37-2c9d-4779-9baf-2944eb436f14,Plier,This plier is a must-have for your toolbox,tools|plier,이 플라이어는 툴박스의 필수품입니다.,도구|플라이어
6652449d-16f3-47ee-9860-b6bd602fabab,High Definition Microphone,This high definition microphone can be relied upon in every situation,instruments|microphone,이 고화질 마이크는 모든 상황에서 신뢰할 수 있습니다.,악기|마이크
f8834f5f-4017-4da0-98d6-3c8985cbc7f5,Pale Gray Sofa,Outstanding pale gray sofa for any room,furniture|sofas,어떤 방에도 잘 어울리는 페일 그레이 소파,가구|소파
